,Name,Year,Genres,Rating,Duration,Actors,Director,Average Rating,Budget,Opening Weekend,Gross US,Gross WW,Language,Production Company
8144,Troy,2004,[],R,163,[],NA,7.2,175000000,46865412,133378256 30 September 2004,497409852 9 April 2006,['English'],"['WarnerBros.', 'HelenaProductions', 'LatinaPictures']"
8145,The Untouchables,1987,[],NA,119,[],NA,7.9,25000000,10023094,76270454,106240936,['English'],['ParamountPictures']
8146,The Last Samurai,2003,"['Action', 'Drama', 'History', 'War']",R,154,"['Tom Cruise', 'Ken Watanabe', 'Billy Connolly', 'William Atherton']",Edward Zwick,7.7,140000000,24271354,111110575 4 April 2004,456758981 8 April 2004,"['English', 'Japanese']","['WarnerBros.', 'TheBedfordFallsCompany', 'Cruise/WagnerProductions']"
8147,Kingdom of Heaven,2005,[],R,144,[],NA,7.2,130000000,19635996,47398413,211652051,"['English', 'Arabic', 'Latin', 'Italian']","['TwentiethCenturyFox', 'ScottFreeProductions', 'BK']"
8148,The Boy in the Striped Pajamas,2008,"['Drama', 'War']",P, 94,"['Asa Butterfield', 'David Thewlis', 'Rupert Friend', 'Zac Mattoon O\\u0027Brien']",Mark Herman,7.8,12500000,253085,9030581 18 January 2009,NA,"['English', 'Spanish']","['Miramax', 'BBCFilms', 'HeydayFilms']"
8149,Red Tails,2012,"['Action', 'Adventure', 'Drama', 'History', 'War']",P,NA,"['Cuba Gooding Jr.', 'Gerald McRaney', 'David Oyelowo', 'Andre Royo']",Anthony Hemingway,5.9,58000000,18782154,49876377,50365498,"['English', 'Italian', 'German']","['TwentiethCenturyFox', 'Lucasfilm', 'PaktMedia']"
8150,Gangs of New York,2002,"['Crime', 'Drama']",R,167,"['Leonardo DiCaprio', 'Cameron Diaz', 'Daniel Day-Lewis', 'Jim Broadbent']",Martin Scorsese,7.5,100000000,9496870,77812000,193772504 28 October 2016,"['English', 'Irish', 'Chinese', 'Latin']","['Miramax', 'InitialEntertainmentGroup(IEG)', 'AlbertoGrimaldiProductions']"
8151,Valkyrie,2008,[],P,121,[],NA,7.1,75000000,21027007,83077833 16 April 2009,200276784 16 April 2009,"['English', 'German']","['Metro-Goldwyn-Mayer(MGM)', 'UnitedArtists', 'BadHatHarryProductions']"
8152,The Way Back,2010,[],P,133,[],NA,7.3,NA,1208196,2701859 15 June 2012,20348249 15 June 2012,"['English', 'Russian', 'Polish']","['ExclusiveFilms', 'NationalGeographicFilms', 'ImagenationAbuDhabiFZ']"
8153,King Arthur,2004,[],P,126,[],NA,6.3,120000000,15193907,51882244 21 December 2004,203567857 31 May 2012,"['English', 'Latin', 'Irish', 'Welsh', 'ScottishGaelic']","['TouchstonePictures', 'JerryBruckheimerFilms', 'GreenHillsProductions']"
8154,Changeling,2008,"['Biography', 'Crime', 'Drama', 'History', 'Mystery', 'Thriller']",R,141,"['Angelina Jolie', 'Colm Feore', 'Amy Ryan', 'Gattlin Griffith']",Clint Eastwood,7.7,55000000,489015,35739802,113020256,['English'],"['ImagineEntertainment', 'MalpasoProductions', 'RelativityMedia']"
8155,Into the White,2012,[],R,104,[],NA,7.2,NA,90,547 21 April 2013,712216 31 December 2012,"['English', 'Norwegian', 'German']","['ZentropaInternationalNorway', 'Eurimages', 'FilmFundFUZZ']"
8156,Apollo 13,1995,"['Adventure', 'Drama', 'History']",P,140,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise']",Ron Howard,7.6,52000000,200645,173837933,355237933,['English'],"['UniversalPictures', 'ImagineEntertainment']"
8157,Les Mis\xc3\xa9rables,1998,[],P,134,[],NA,7.5,NA,5011840,14096321,NA,['English'],"['MandalayEntertainment', 'TriStarPictures']"
8158,Enemy at the Gates,2001,[],R,131,[],NA,7.6,68000000,13810266,51401758,96976270,"['English', 'German', 'Russian']","['SwanfordFilms', 'MPFilmManagement', 'LittleBird']"
8159,Munich,2005,[],R,164,[],NA,7.6,70000000,6040860,47403685,130358911,"['English', 'German', 'French', 'Hebrew', 'Arabic', 'Italian', 'Greek', 'Russian', 'Dutch']","['DreamWorks', 'UniversalPictures', 'AmblinEntertainment']"
8160,Letters from Iwo Jima,2006,"['Drama', 'History', 'War']",R,141,"['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara', 'Ryo Kase']",Clint Eastwood,7.9,19000000,122548,13756082,68673228,"['Japanese', 'English']","['DreamWorks', 'WarnerBros.', 'MalpasoProductions']"
8161,W.E.,2011,[],R,119,[],NA,6.3,15000000,47074,583455,2042203,"['English', 'French', 'Russian']","['SemtexFilms', 'IMGlobal']"
8162,Glory,1989,"['Biography', 'Drama', 'History', 'War']",NA,122,"['Matthew Broderick', 'Denzel Washington', 'Cary Elwes', 'Morgan Freeman']",Edward Zwick,7.9,18000000,63661,26830000,NA,['English'],"['TriStarPictures', 'FreddieFieldsProductions']"
8163,The Prince of Egypt,1998,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Musical']",P, 99,"['Val Kilmer', 'Ralph Fiennes', 'Michelle Pfeiffer', 'Sandra Bullock']",NA,7.1,70000000,14524321,101217900 16 May 1999,218613188,"['English', 'Hebrew']","['DreamWorksAnimation', 'DreamWorks']"
8164,Ying xiong,2002,"['Action', 'Adventure', 'History']",P,107,"['Jet Li', 'Tony Chiu-Wai Leung', 'Maggie Cheung', 'Ziyi Zhang']",Yimou Zhang,7.9,31000000,18004319,53710019,177394432,['Mandarin'],"['BeijingNewPictureFilmCo.', 'ChinaFilmCo-ProductionCorporation', 'EliteGroupEnterprises']"
8165,The Greatest Game Ever Played,2005,"['Biography', 'Drama', 'History', 'Sport']",P,120,"['Shia LaBeouf', 'Stephen Dillane', 'Elias Koteas', 'James Paxton']",Bill Paxton,7.5,26000000,3657322,15331289 27 November 2005,NA,['English'],"['FairwayFilms', 'WaltDisneyPictures', ""Mel\\'sCiteduCinema""]"
8166,The Good Shepherd,2006,"['Drama', 'History', 'Thriller']",R,167,"['Matt Damon', 'Angelina Jolie', 'Robert De Niro', 'Alec Baldwin']",Robert De Niro,6.7,90000000,14142760,59952835,99480480,"['English', 'Spanish', 'Russian', 'German', 'Lingala']","['UniversalPictures', 'MorganCreekEntertainment', 'TribecaProductions']"
8167,Frost/Nixon,2008,"['Biography', 'Drama', 'History']",R,122,"['Frank Langella', 'Michael Sheen', 'Kevin Bacon', 'Sam Rockwell']",Ron Howard,7.7,25000000,180708,18593156 22 March 2009,NA,['English'],"['UniversalPictures', 'ImagineEntertainment', 'WorkingTitleFilms']"
8168,Anonymous,2011,[],P,130,[],NA,6.9,30000000,1012768,4463292,15395087,"['English', 'French', 'Italian', 'Greek,Ancient(to1453)']","['ColumbiaPicturesCorporation', 'RelativityMedia', 'CentropolisEntertainment']"
8169,Kama Sutra: A Tale of Love,1996,"['Crime', 'Drama', 'History', 'Romance']",R,117,"['Naveen Andrews', 'Sarita Choudhury', 'Indira Varma', 'Ramon Tikaram']",Mira Nair,6.0,3000000,83499,4109095 29 June 1997,NA,"['English', 'Italian']","['NDFInternational', 'PonyCanyon', 'PandoraFilmproduktion']"
8170,Empire of the Sun,1987,"['Drama', 'History', 'War']",NA,153,"['Christian Bale', 'John Malkovich', 'Miranda Richardson', 'Nigel Havers']",Steven Spielberg,7.8,35000000,1314509,22238696,66700000 31 December 1987,"['English', 'Japanese', 'Mandarin', 'Shanghainese']","['AmblinEntertainment', 'WarnerBros.']"
8171,Miracle,2004,[],P,135,[],NA,7.5,28000000,19377577,64378093 6 May 2004,64445708,['English'],"['PopPopProductions', 'DeterminationProductions', 'MayhemPictures']"
8172,Flags of our Fathers,2006,"['Drama', 'History', 'War']",R,135,"['Ryan Phillippe', 'Barry Pepper', 'Joseph Cross', 'Jesse Bradford']",Clint Eastwood,7.1,90000000,10245190,33602376,65900249,['English'],"['DreamWorks', 'WarnerBros.', 'AmblinEntertainment']"
8173,The Killing Fields,1984,[],NA,141,[],NA,7.9,14400000,32181,34700291,NA,"['English', 'French', 'Khmer', 'Russian']","['GoldcrestFilmsInternational', 'InternationalFilmInvestors', 'EnigmaProductions']"
8174,JFK,1991,[],R,189,[],NA,8.0,40000000,5223658,70405498,205405498,"['English', 'Spanish']","['WarnerBros.', 'Canal+', 'RegencyEnterprises']"
8175,Secretariat,2010,[],P,123,[],NA,7.2,35000000,12694770,59713955,60251371,['English'],"['WaltDisneyPictures', 'FastTrackProductions', 'MayhemPictures']"
8176,Agora,2009,[],R,127,[],NA,7.2,70000000,44313,617840 17 October 2010,38422082 31 December 2010,['English'],"['ModProducciones', 'Himen\\xc3\\xb3ptero', 'TelecincoCinema']"
8177,Amistad,1997,"['Drama', 'History']",R,155,"['Djimon Hounsou', 'Matthew McConaughey', 'Anthony Hopkins', 'Morgan Freeman']",Steven Spielberg,7.3,36000000,4661866,44175394 5 April 1998,16200000 15 March 1998,"['English', 'Mende', 'Spanish', 'Portuguese']","['DreamWorks', 'HomeBoxOffice(HBO)']"
8178,"Good Night, and Good Luck.",2005,"['Biography', 'Drama', 'History']",P, 93,"['David Strathairn', 'George Clooney', 'Patricia Clarkson', 'Jeff Daniels']",George Clooney,7.5,7500000,421446,31501218 12 March 2006,NA,['English'],"['WarnerIndependentPictures(WIP)', '2929Productions', 'ParticipantMedia']"
8179,United 93,2006,[],R,111,[],NA,7.6,NA,NA,NA,NA,"['English', 'Arabic', 'German']","['UniversalPictures', 'StudioCanal', 'SidneyKimmelEntertainment']"
8180,Texas Killing Fields,2011,[],R,105,[],NA,5.7,NA,8772,45282 13 November 2011,NA,['English'],"['AnchorBayFilms', 'BlueLight', 'InfinityMedia']"
8181,The Wind that Shakes the Barley,2006,[],NA,127,[],NA,7.5,NA,76190,1829142 8 July 2007,22889018,"['English', 'Irish', 'Latin']","['SixteenFilms', 'MatadorPictures', 'RegentCapital']"
8182,Thirteen Days,2000,"['Drama', 'History', 'Thriller']",P,145,"['Kevin Costner', 'Bruce Greenwood', 'Shawn Driscoll', 'Drake Cook']",Roger Donaldson,7.3,80000000,46668,34592089,66579890,"['English', 'Russian', 'Spanish', 'Romanian']","['NewLineCinema', 'BeaconCommunications', 'BeaconPictures']"
8183,K-19: The Widowmaker,2002,[],P,138,[],NA,6.7,100000000,12778459,35168966,30547160,"['English', 'Russian']","['FirstLightProduction', 'IMFInternationaleMedienundFilmGmbH&Co.2.ProduktionsKG', 'IntermediaFilms']"
8184,Seabiscuit,2003,"['Drama', 'History', 'Sport']",P,140,"['Tobey Maguire', 'Jeff Bridges', 'Elizabeth Banks', 'Chris Cooper']",Gary Ross,7.3,87000000,20854735,120277854 5 February 2004,148336445,['English'],"['UniversalPictures', 'DreamWorks', 'SpyglassEntertainment']"
8185,Flyboys,2006,[],P,140,[],NA,6.5,60000000,6004219,13082288 17 December 2006,17834865 31 December 2007,"['English', 'French']","['ElectricEntertainment', 'FlyboysFilms', 'IngeniousFilmPartners']"
8186,Bobby,2006,[],R,117,[],NA,7.0,14000000,69039,11242801,20597806 31 December 2007,"['English', 'Spanish']","['TheWeinsteinCompany', 'BoldFilms', 'Bobby']"
8187,Pathfinder,2007,"['Action', 'Adventure', 'Drama', 'Thriller']",R, 99,"['Karl Urban', 'Clancy Brown', 'Moon Bloodgood', 'Russell Means']",Marcus Nispel,5.4,20000000,4800000,10232081 17 June 2007,NA,"['English', 'Icelandic']","['TwentiethCenturyFox', 'PhoenixPictures', 'DuneEntertainment']"
8188,The Crucible,1996,"['Drama', 'History']",P,124,"['Daniel Day-Lewis', 'Winona Ryder', 'Paul Scofield', 'Joan Allen']",Nicholas Hytner,6.8,25000000,62995,7340103 21 February 1997,NA,['English'],['TwentiethCenturyFox']
8189,Gettysburg,1993,[],P,271,[],NA,7.7,25000000,NA,10769960,NA,['English'],"['TriStarTelevision', 'Esparza/KatzProductions', 'NewLineCinema']"
8190,A Bridge Too Far,1977,"['Drama', 'History', 'War']",NA,175,"['Sean Connery', 'Ryan O\\u0027Neal', 'Michael Caine', 'Laurence Olivier']",Richard Attenborough,7.4,NA,NA,NA,NA,"['English', 'German', 'Dutch', 'Polish', 'Latin']",['JosephE.LevineProductions']
8191,The Right Stuff,1983,[],NA,193,[],NA,7.9,27000000,1601167,21500000,NA,"['English', 'Russian']",['TheLaddCompany']
8192,Quiz Show,1994,[],P,133,[],NA,7.5,31000000,757714,24822619,NA,['English'],"['BaltimorePictures', 'HollywoodPictures', 'WildwoodEnterprises']"
8193,Sicko,2007,[],P,123,[],NA,8.0,9000000,68969,24540079 18 October 2007,33105392 31 October 2007,"['English', 'French', 'Spanish', 'Russian']","['DogEatDogFilms', 'TheWeinsteinCompany']"
8194,Bent,1997,"['Drama', 'History', 'Romance', 'War']",N,105,"['Lothaire Bluteau', 'Clive Owen', 'Mick Jagger', 'Brian Webber']",Sean Mathias,7.3,NA,145222,372341 28 December 1997,NA,['English'],"['ChannelFourFilms', 'NDFInc.', 'ASKKodansha']"
8195,In the Realm of the Senses,1976,[],NA,109,[],NA,6.6,NA,NA,NA,NA,['Japanese'],"['ArgosFilms', 'OshimaProductions', 'ShibataOrganisation']"
8196,Fahrenheit 9/11,2004,[],R,122,[],NA,7.5,6000000,23920637,119194771 28 October 2004,222446320 23 January 2005,"['English', 'Arabic']","['FellowshipAdventureGroup', 'DogEatDogFilms', 'Miramax']"
8197,Chariots of Fire,1981,[],NA,125,[],NA,7.2,5500000,68907,58972904,NA,"['English', 'French']","['TwentiethCenturyFox', 'AlliedStarsLtd.', 'EnigmaProductions']"
8198,History of the World: Part I,1981,[],NA, 92,[],NA,6.9,11000000,4792731,31672907,NA,"['English', 'Latin', 'French']",['Brooksfilms']
8199,Beneath Hill 60,2010,"['Drama', 'History', 'War']",R,122,"['Brendan Cowell', 'Harrison Gilbertson', 'Steve Le Marquand', 'Gyton Grantley']",Jeremy Sims,7.1,9000000,NA,NA,3440939 31 December 2010,"['English', 'German']","['LuckyCountryProductions', 'NewSouthWalesFilm&TelevisionOffice', 'PacificFilmandTelevisionCommission']"
8200,Jesus Christ Superstar,1973,"['Drama', 'History', 'Musical']",NA,108,"['Ted Neeley', 'Carl Anderson', 'Yvonne Elliman', 'Barry Dennen']",Norman Jewison,7.3,NA,NA,24477615,NA,['English'],['UniversalPictures']
8201,1900,1976,[],NA,245,[],NA,7.7,9000000,NA,NA,NA,['Italian'],"['ProduzioniEuropeeAssociate(PEA)', 'LesProductionsArtistesAssoci\\xc3\\xa9s', 'ArtemisFilm']"
8202,The Bounty,1984,"['Action', 'Adventure', 'Drama', 'History', 'Romance']",NA,132,"['Mel Gibson', 'Anthony Hopkins', 'Laurence Olivier', 'Edward Fox']",Roger Donaldson,7.1,25000000,2622306,8600000,NA,['English'],"['DinoDeLaurentiisCompany', 'BountyProductionsLtd.']"
8203,The Alamo,2004,[],P,137,[],NA,6.0,107000000,9124701,22414961,25819961,"['English', 'Spanish']","['TouchstonePictures', 'ImagineEntertainment']"
8204,Shattered Glass,2003,[],P, 94,[],NA,7.2,6000000,77540,2220008,724744,['English'],"['LionsGateFilms', 'Cruise/WagnerProductions', 'BaumgartenMerimsProductions']"
8205,54,1998,"['Drama', 'Music']",R, 93,"['Ryan Phillippe', 'Salma Hayek', 'Neve Campbell', 'Mike Myers']",Mark Christopher,5.8,13000000,6611532,16574731 27 September 1998,NA,['English'],"['Dollface', 'FilmColony', 'Miramax']"
8206,Heaven\'s Gate,1980,"['Adventure', 'Drama', 'Western']",NA,219,"['Kris Kristofferson', 'Christopher Walken', 'John Hurt', 'Sam Waterston']",Michael Cimino,6.8,44000000,12032,3484331 31 December 1981,NA,"['English', 'Russian', 'French', 'Polish', 'German']",['PartisanProductions']
8207,Casualties of War,1989,"['Crime', 'Drama', 'War']",NA,113,"['Michael J. Fox', 'Sean Penn', 'Don Harvey', 'John C. Reilly']",Brian De Palma,7.1,22500000,5201261,18671317,NA,"['English', 'Vietnamese']",['ColumbiaPicturesCorporation']
8208,Anna and the King,1999,[],P,148,[],NA,6.7,92000000,5223416,39263420,74733517,"['English', 'Thai', 'French']","['Fox2000Pictures', 'LawrenceBenderProductions']"
8209,Titus,1999,[],R,162,[],NA,7.2,NA,22313,1921350 21 May 2000,2007290 19 May 2017,"['English', 'Latin']","['ClearBlueSkyProductions', 'OverseasFilmGroup', 'UraniaPicturesS.r.l.']"
8210,"Aguirre, the Wrath of God",1972,[],NA, 95,[],NA,8.0,370000,NA,NA,NA,"['English', 'Quechua', 'Spanish', 'German']","['WernerHerzogFilmproduktion', 'HessischerRundfunk(HR)']"
8211,Gods and Generals,2003,[],P,219,[],NA,6.4,56000000,4675246,12870569 27 April 2003,NA,['English'],"['TurnerPictures(I)', 'AntietamFilmworks', 'Esparza/KatzProductions']"
8212,Glorious 39,2009,"['Drama', 'History', 'Thriller', 'War']",R,129,"['Romola Garai', 'Eddie Redmayne', 'Juno Temple', 'Toby Regbo']",Stephen Poliakoff,6.4,            Budget:£3700000,NA,NA,NA,['English'],"['BBCFilms', 'UKFilmCouncil', 'ScreenEastContentInvestmentFund']"
8213,Beyond the Gates,2005,"['Drama', 'History', 'War']",R,115,"['John Hurt', 'Hugh Dancy', 'Dominique Horwitz', 'Louis Mahoney']",Michael Caton-Jones,7.7,NA,NA,NA,NA,"['English', 'French']","['CrossDayProductionsLtd.', 'ARTE', 'BBCFilms']"
8214,Missing,1982,[],NA,122,[],NA,7.8,NA,NA,14000000,14986793,"['English', 'Spanish', 'French']","['PolyGramFilmedEntertainment', 'UniversalPictures']"
8215,Bloody Sunday,2002,[],R,107,[],NA,7.7,            Budget:£2000000,29419,768045 19 January 2003,NA,['English'],"['B\\xc3\\xb3rdScann\\xc3\\xa1nnah\\xc3\\x89ireann', 'GranadaTelevision', ""Hell\\'sKitchenFilms""]"
8216,Sunshine,1999,[],R,181,[],NA,7.5,NA,84869,5095981 4 February 2001,NA,"['English', 'French']","['AllianceAtlantisCommunications', 'BavariaFilmandTelevisionFund', 'ChannelFourFilms']"
8217,Revolution,1985,"['Adventure', 'Drama', 'History', 'War']",P,126,"['Al Pacino', 'Donald Sutherland', 'Nastassja Kinski', 'Joan Plowright']",Hugh Hudson,5.3,28000000,52755,358574,NA,['English'],"['GoldcrestFilmsInternational', 'VikingFilms']"
8218,Passchendaele,2008,"['Drama', 'History', 'Romance', 'War']",R,114,"['Paul Gross', 'Michael Greyeyes', 'James Kot', 'Jesse Frechette']",Paul Gross,6.5,            Budget:CAD 20000000,NA,NA,NA,"['English', 'German']","['BellBroadcastandNewMediaFund', 'DambergerFilm&CattleCo.', 'RhombusMedia']"
8219,1776,1972,[],NA,141,[],NA,7.6,4000000,NA,6104000,NA,['English'],['ColumbiaPicturesCorporation']
8220,The Newton Boys,1998,"['Action', 'Crime', 'Drama', 'History', 'Western']",P,122,"['Matthew McConaughey', 'Ethan Hawke', 'Skeet Ulrich', 'Vincent D\\u0027Onofrio']",Richard Linklater,6.1,27000000,4010245,10297897 17 May 1998,NA,['English'],"['TwentiethCenturyFox', 'DetourFilmproduction', 'NewtonBoysVentures']"
8221,King of the Hill,1993,[],P,103,[],NA,7.6,8000000,46476,1299318,NA,['English'],"['WildwoodEnterprises', 'BonaFideProductions']"
8222,Zulu Dawn,1979,"['Adventure', 'Drama', 'History', 'War']",NA,117,"['Burt Lancaster', 'Simon Ward', 'Denholm Elliott', 'Peter Vaughan']",Douglas Hickox,6.7,NA,NA,NA,NA,"['English', 'Zulu']","['ZuluDawnNV', 'Lamitas', 'Samarkand']"
8223,Geronimo: An American Legend,1993,"['Drama', 'History', 'Western']",P,115,"['Jason Patric', 'Gene Hackman', 'Robert Duvall', 'Wes Studi']",Walter Hill,6.5,35000000,NA,18635620,NA,['English'],['ColumbiaPicturesCorporation']
8224,Scandal,1989,[],R,115,[],NA,6.5,NA,NA,8800000,NA,['English'],"['BritishScreenProductions', 'PalacePictures']"
8225,The White Countess,2005,"['Drama', 'History', 'Romance', 'War']",NA,135,"['Ralph Fiennes', 'Natasha Richardson', 'Vanessa Redgrave', 'Lynn Redgrave']",James Ivory,6.7,16000000,67712,1666262 23 April 2006,NA,"['English', 'French', 'Mandarin', 'Russian']","['MerchantIvoryProductions', 'SonyPicturesClassics', 'ShanghaiFilmGroup']"
8226,Battle for Haditha,2007,"['Drama', 'History', 'War']",R, 97,"['Matthew Knoll', 'Elliot Ruiz', 'Eric Mehalacopoulos', 'Nathan De La Cruz']",Nick Broomfield,7.0,NA,2181,7098 18 May 2008,NA,"['English', 'Arabic']","['ChannelFourFilms', 'Film4', 'HanWayFilms']"
8227,Rogue Trader,1999,"['Crime', 'Drama', 'History', 'Thriller']",NA,101,"['Ewan McGregor', 'Anna Friel', 'Yves Beneyton', 'Betsy Brantley']",James Dearden,6.3,12800000,NA,NA,NA,['English'],"['GranadaFilmProductions', 'NewmarketCapitalGroup']"
8228,Some Mother\'s Son,1996,[],R,112,[],NA,7.3,NA,114309,608032 9 February 1997,NA,"['English', 'Irish']","['CastleRockEntertainment', ""Hell\\'sKitchenFilms""]"
8229,Paradise Road,1997,"['Drama', 'History', 'War']",R,122,"['Glenn Close', 'Frances McDormand', 'Pauline Collins', 'Cate Blanchett']",Bruce Beresford,6.8,16000000,62518,1921471 1 June 1997,960000 9 November 1997,"['English', 'Japanese', 'Dutch', 'Malay']","['SamsonProductionsPty.Ltd.', 'PlanetPictures', 'YTCMotionPictureInvestments']"
8230,Breaker Morant,1980,"['Drama', 'History', 'War']",NA,107,"['Edward Woodward', 'Jack Thompson', 'John Waters', 'Bryan Brown']",Bruce Beresford,7.9,            Budget:AUD 650000,NA,7142857,NA,"['English', 'Afrikaans']","['TheSouthAustralianFilmCorporation', 'TheAustralianFilmCommission', '7Network']"
8231,Pat Garrett & Billy the Kid,1973,"['Biography', 'Drama', 'Western']",R,122,"['James Coburn', 'Kris Kristofferson', 'Richard Jaeckel', 'Katy Jurado']",Sam Peckinpah,7.4,4638783,NA,11000000 31 December 1973,NA,['English'],['Metro-Goldwyn-Mayer(MGM)']
8232,The Game of Their Lives,2005,"['Drama', 'History', 'Sport']",P,101,"['Wes Bentley', 'Gerard Butler', 'Gavin Rossdale', 'Jay Rodan']",David Anspaugh,6.2,20000000,175336,375474 12 June 2005,NA,"['English', 'Spanish']","['IndependentFilmChannel(IFC)', 'BristolBayProductions', 'PeterNewmanProductions']"
8233,The Affair of the Necklace,2001,"['Drama', 'History', 'Romance']",R,NA,"['Hilary Swank', 'Simon Baker', 'Jonathan Pryce', 'Adrien Brody']",Charles Shyer,6.1,30000000,125523,430313 13 January 2002,NA,['English'],['AlconEntertainment']
8234,The Baby of M\xc3\xa2con,1993,[],NA,122,[],NA,6.9,NA,NA,NA,NA,['English'],"['Allarts', 'UnionG\\xc3\\xa9n\\xc3\\xa9raleCin\\xc3\\xa9matographique(UGC)', 'LaSept']"
8235,The Beast of War,1988,"['Adventure', 'Drama', 'War']",NA,111,"['George Dzundza', 'Jason Patric', 'Steven Bauer', 'Stephen Baldwin']",Kevin Reynolds,7.4,NA,NA,161004,NA,"['English', 'Pushto']","['A&M;Films', 'BrightstarFilms']"
8236,Young Einstein,1988,[],NA, 91,[],NA,5.1,NA,NA,11536599,NA,['English'],['WarnerBros.']
8237,The Manson Family,1997,"['Crime', 'Drama', 'History', 'Horror', 'Thriller']",R, 95,"['Marcelo Games', 'Marc Pitman', 'Leslie Orr', 'Maureen Allisse']",Jim Van Bebber,5.5,NA,11647,19140 31 October 2004,NA,['English'],['MercuryFilms']
8238,The Long Walk Home,1990,"['Drama', 'History']",NA, 97,"['Sissy Spacek', 'Whoopi Goldberg', 'Dwight Schultz', 'Ving Rhames']",Richard Pearce,7.3,NA,NA,4803039,NA,['English'],"['DaveBellAssociates', 'NewVisionsPictures']"
8239,A Royal Affair,2012,[],R,137,[],NA,7.6,NA,38212,1546761,14758997,"['Danish', 'English', 'German', 'French']","['ZentropaEntertainments', 'DanmarksRadio(DR)', 'Trollh\\xc3\\xa4ttanFilmAB']"
8240,Tombstone,1993,[],R,130,[],NA,7.8,25000000,6454752,56505065,NA,"['English', 'Latin']","['HollywoodPictures', 'CinergiPicturesEntertainment', 'AlphavilleFilms']"
8241,Walking with the Enemy,2013,"['Action', 'Drama', 'History', 'Romance', 'War']",P,124,"['Jonas Armstrong', 'Ben Kingsley', 'Hannah Tointon', 'Simon Kunz']",Mark Schmidt,6.3,NA,357000,1002572 31 December 2015,NA,"['English', 'German', 'Hungarian', 'Romanian']","['CastelFilmRomania', 'LibertyStudios']"
8242,The Count of Monte Cristo,2002,[],P,131,[],NA,7.8,35000000,11376150,54234062,75395048,['English'],"['TouchstonePictures', 'SpyglassEntertainment', 'World2000Entertainment']"
8243,Pocahontas,1995,"['Animation', 'Adventure', 'Drama', 'Family', 'Musical', 'Romance']",NA, 81,"['Mel Gibson', 'Linda Hunt', 'Christian Bale', 'Joe Baker']",NA,6.7,55000000,29531619,141600000,346079773 28 July 2012,"['English', 'Algonquin']","['WaltDisneyPictures', 'WaltDisneyFeatureAnimation']"
8244,Australia,2008,"['Adventure', 'Comedy', 'Drama', 'Romance', 'War', 'Western']",P,165,"['Nicole Kidman', 'Hugh Jackman', 'Shea Adams', 'Eddie Baroo']",Baz Luhrmann,6.6,130000000,14800723,49554002 26 March 2009,211342221 30 June 2012,"['English', 'Aboriginal', 'Chinese', 'Japanese']","['TwentiethCenturyFox', 'BazmarkFilms', 'ScreenWest']"
8245,Black Hawk Down,2001,"['Drama', 'History', 'War']",R,144,"['Josh Hartnett', 'Ewan McGregor', 'Tom Sizemore', 'Eric Bana']",Ridley Scott,7.7,92000000,274347,108638745,172989651,"['English', 'Somali', 'Arabic']","['RevolutionStudios', 'JerryBruckheimerFilms', 'ScottFreeProductions']"
8246,Centurion,2010,"['Action', 'Adventure', 'Drama', 'History', 'Thriller', 'War']",R, 97,"['Michael Fassbender', 'Dominic West', 'Olga Kurylenko', 'Andreas Wisniewski']",Neil Marshall,6.4,12000000,42826,122288 26 September 2010,6814789 31 December 2010,"['English', 'ScottishGaelic']","['Path\\xc3\\xa9PicturesInternational', 'UKFilmCouncil', 'WarnerBros.']"
8247,We Were Soldiers,2002,[],R,138,[],NA,7.2,75000000,20212543,78122718,114660784 4 July 2002,"['English', 'Vietnamese', 'French']","['IconEntertainmentInternational', 'MotionPictureProductionGmbH&Co.ErsteKG', 'WheelhouseEntertainment']"
8248,The Conspirator,2010,"['Crime', 'Drama', 'History']",P,122,"['Robin Wright', 'James McAvoy', 'Tom Wilkinson', 'Kevin Kline']",Robert Redford,6.9,25000000,3509048,11538204 11 September 2011,NA,['English'],"['TheAmericanFilmCompany', 'WildwoodEnterprises']"
8249,Escape from Alcatraz,1979,[],NA,112,[],NA,7.6,8000000,5306354,43000000,NA,['English'],"['ParamountPictures', 'TheMalpasoCompany']"
8250,All the President\'s Men,1976,[],NA,138,[],NA,8.0,8500000,NA,70600000,NA,"['English', 'Spanish']","['WarnerBros.', 'Wildwood', 'WildwoodEnterprises']"
8251,The Mission,1986,[],NA,125,[],NA,7.5,24500000,40366,17218023,NA,"['English', 'Guarani', 'Spanish', 'Latin']","['WarnerBros.', 'GoldcrestFilmsInternational', 'KingsmereProductionsLtd.']"
8252,Das Boot,1981,[],R,149,[],NA,8.4,14000000,26994,11487676 9 November 2013,73482661,"['German', 'English', 'French']","['BavariaFilm', 'RadiantFilmGmbH', 'S\\xc3\\xbcddeutscherRundfunk(SDR)']"
8253,Windtalkers,2002,[],R,134,[],NA,6.0,115000000,14520412,40914068,77628265,"['English', 'Navajo', 'Japanese']","['Metro-Goldwyn-Mayer(MGM)', 'LionRockProductions']"
