,Name,Year,Genres,Rating,Duration,Actors,Director,Average Rating,Budget,Opening Weekend,Gross US,Gross WW,Language,Production Company
0,Pulp Fiction,1994,"['Crime', 'Drama']",R,154,"['John Travolta', 'Uma Thurman', 'Samuel L. Jackson', 'Bruce Willis']",Quentin Tarantino,8.9,8000000,9311882,107928762,213928762,"['English', 'Spanish', 'French']","['Miramax', 'ABandApart', 'JerseyFilms']"
1,The Amazing Spider-Man 2,2014,"['Action', 'Adventure', 'Sci-Fi']",P,142,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Paul Giamatti']",Marc Webb,6.6,200000000,91608337,202853933,708982323,['English'],"['MarvelEnterprises', 'AviAradProductions', 'ColumbiaPicturesCorporation']"
2,The Shawshank Redemption,1994,[],R,142,[],NA,9.3,25000000,727326,28341469,58500000,['English'],['CastleRockEntertainment']
3,Star Wars: Episode IV - A New Hope,1977,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",P,121,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Alec Guinness']",George Lucas,8.6,11000000,1554475,322740140,775398007 25 November 2011,['English'],"['Lucasfilm', 'TwentiethCenturyFox']"
4,Back to the Future,1985,"['Adventure', 'Comedy', 'Sci-Fi']",NA,116,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover']",Robert Zemeckis,8.5,19000000,11332134,210609762,381109762,['English'],"['UniversalPictures', 'AmblinEntertainment', 'U-DriveProductions']"
5,The Breakfast Club,1985,"['Comedy', 'Drama']",NA, 97,"['Emilio Estevez', 'Judd Nelson', 'Molly Ringwald', 'Ally Sheedy']",John Hughes,7.9,1000000,5107599,45875171,51525171,['English'],"['UniversalPictures', 'A&M;Films', 'ChannelProductions']"
6,The Goonies,1985,[],NA,114,[],NA,7.8,19000000,9105913,61503218,NA,"['English', 'Spanish', 'Cantonese', 'Italian']","['WarnerBros.', 'AmblinEntertainment']"
7,The Silence of the Lambs,1991,"['Crime', 'Drama', 'Thriller']",NA,118,"['Jodie Foster', 'Anthony Hopkins', 'Lawrence A. Bonney', 'Kasi Lemmons']",Jonathan Demme,8.6,19000000,13766814,130742922,272742922,['English'],"['StrongHeart/DemmeProduction', 'OrionPictures']"
8,Jurassic Park,1993,[],P,127,[],NA,8.1,63000000,50159460,402453882,1029153882,"['English', 'Spanish']","['UniversalPictures', 'AmblinEntertainment']"
9,The Lion King,1994,"['Animation', 'Adventure', 'Drama', 'Family', 'Musical']",NA, 88,"['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones', 'Whoopi Goldberg']",NA,8.5,45000000,1825849,312900000,987483777 12 November 2013,"['English', 'Swahili', 'Xhosa', 'Zulu']","['WaltDisneyPictures', 'WaltDisneyFeatureAnimation']"
10,Se7en,1995,"['Crime', 'Drama', 'Mystery', 'Thriller']",R,127,"['Morgan Freeman', 'Brad Pitt', 'Kevin Spacey', 'Andrew Kevin Walker']",David Fincher,8.6,33000000,NA,100125643,327311859,['English'],"['CecchiGoriPictures', 'JunoPix', 'NewLineCinema']"
11,Toy Story,1995,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",NA, 81,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney']",John Lasseter,8.3,30000000,29140617,191796233,373554033,['English'],"['PixarAnimationStudios', 'WaltDisneyPictures']"
12,The Big Lebowski,1998,[],R,117,[],NA,8.1,15000000,5533844,17498804,46189568,"['English', 'German', 'Hebrew', 'Spanish']","['PolygramFilmedEntertainment', 'WorkingTitleFilms']"
13,Saving Private Ryan,1998,"['Drama', 'War']",R,169,"['Tom Hanks', 'Matt Damon', 'Tom Sizemore', 'Edward Burns']",Steven Spielberg,8.6,70000000,30576104,216540909 15 June 2012,481840909 15 June 2012,"['English', 'French', 'German', 'Czech']","['DreamWorks', 'ParamountPictures', 'AmblinEntertainment']"
14,Fight Club,1999,Drama,R,139,"['Brad Pitt', 'Edward Norton', 'Meat Loaf', 'Zach Grenier']",David Fincher,8.8,63000000,11035485,37030102,71000000,['English'],"['Fox2000Pictures', 'RegencyEnterprises', 'LinsonFilms']"
15,The Matrix,1999,"['Action', 'Sci-Fi']",R,136,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving']",NA,8.7,63000000,27788331,171479930,463517383,['English'],"['WarnerBros.', 'VillageRoadshowPictures', 'GrouchoFilmPartnership']"
16,Star Wars: Episode I - The Phantom Menace,1999,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",P,136,"['Ewan McGregor', 'Liam Neeson', 'Natalie Portman', 'Jake Lloyd']",George Lucas,6.5,115000000,64820970,474544677,1027044677,['English'],['Lucasfilm']
17,Gladiator,2000,[],R,155,[],NA,8.5,103000000,34819017,187705427 27 April 2013,457640427 28 February 2012,['English'],"['DreamWorks', 'UniversalPictures', 'ScottFreeProductions']"
18,X-Men,2000,"['Action', 'Adventure', 'Sci-Fi']",P,104,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Famke Janssen']",Bryan Singer,7.4,75000000,54471475,157299717,296339527,['English'],"['TwentiethCenturyFox', 'MarvelEnterprises', ""Donners\\'Company""]"
19,Harry Potter and the Sorcerer\'s Stone,2001,[],P,152,[],NA,7.6,125000000,90294621,317575550,974755371 6 November 2011,['English'],"['WarnerBros.', 'HeydayFilms', '1492Pictures']"
20,The Lord of the Rings: The Two Towers,2002,[],P,179,[],NA,8.7,94000000,62007528,342551365 21 June 2011,926047111 25 November 2011,"['English', 'Sindarin', 'OldEnglish']","['NewLineCinema', 'WingNutFilms', 'TheSaulZaentzCompany']"
21,xXx,2002,[],P,124,[],NA,5.9,70000000,44506103,142109382 19 July 2012,277448382 19 July 2012,"['English', 'German', 'Spanish', 'Russian', 'Czech']","['RevolutionStudios', 'OriginalFilm']"
22,Finding Nemo,2003,[],NA,100,[],NA,8.1,94000000,70251710,380843261,936743261,['English'],"['PixarAnimationStudios', 'WaltDisneyPictures']"
23,The Lord of the Rings: The Return of the King,2003,"['Adventure', 'Drama', 'Fantasy']",P,201,"['Elijah Wood', 'Viggo Mortensen', 'Ian McKellen', 'Orlando Bloom']",Peter Jackson,8.9,94000000,72629713,377845905 28 June 2011,1119929521 25 November 2011,"['English', 'Quenya', 'OldEnglish', 'Sindarin']","['NewLineCinema', 'WingNutFilms', 'TheSaulZaentzCompany']"
24,Anchorman: The Legend of Ron Burgundy,2004,[],P, 94,[],NA,7.2,26000000,28416365,85288303,90574188,"['English', 'French', 'Spanish']","['DreamWorks', 'ApatowProductions', 'Herzog-CowenEntertainment']"
25,Mean Girls,2004,[],P, 97,[],NA,7.0,17000000,24432195,86058055,129042871,"['English', 'German', 'Vietnamese', 'Swahili']","['ParamountPictures', 'M.G.Films', 'BroadwayVideo']"
26,Sin City,2005,[],R,124,[],NA,8.0,NA,NA,NA,NA,['English'],"['DimensionFilms', 'TroublemakerStudios']"
27,Star Wars: Episode III - Revenge of the Sith,2005,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",P,140,"['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor', 'Samuel L. Jackson']",George Lucas,7.6,113000000,108435841,380262555 16 October 2005,848754768 25 November 2011,['English'],"['Lucasfilm', 'MestiereCinema', 'PandoraFilms']"
28,Batman Begins,2005,"['Action', 'Adventure', 'Thriller']",P,140,"['Christian Bale', 'Michael Caine', 'Ken Watanabe', 'Liam Neeson']",Christopher Nolan,8.2,150000000,48745440,206852432 19 July 2012,374218673,"['English', 'Urdu', 'Mandarin']","['WarnerBros.', 'Syncopy', 'DCComics']"
29,The Departed,2006,"['Crime', 'Drama', 'Thriller']",R,151,"['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson', 'Mark Wahlberg']",Martin Scorsese,8.5,90000000,26887467,132384315 22 March 2007,289847354,"['English', 'Cantonese']","['WarnerBros.', 'PlanBEntertainment', 'InitialEntertainmentGroup(IEG)']"
30,The Prestige,2006,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",P,130,"['Christian Bale', 'Hugh Jackman', 'Scarlett Johansson', 'Michael Caine']",Christopher Nolan,8.5,40000000,14801808,53089891 8 February 2007,109676311 8 February 2007,['English'],"['TouchstonePictures', 'WarnerBros.', 'NewmarketProductions']"
31,V for Vendetta,2005,[],R,132,[],NA,8.2,54000000,25642640,70511035 6 July 2012,132511035 6 July 2012,['English'],"['WarnerBros.', 'VirtualStudios', 'SilverPictures']"
32,Casino Royale,2006,[],P,144,[],NA,8.0,150000000,40833156,167445960 18 March 2007,599045960 9 November 2013,"['English', 'French']","['ColumbiaPicturesCorporation', 'EonProductions', 'CasinoRoyaleProductions']"
33,Transformers,2007,"['Action', 'Adventure', 'Sci-Fi']",P,144,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Tyrese Gibson']",Michael Bay,7.1,150000000,70502384,319071806,709709780,"['English', 'Spanish']","['DreamWorks', 'ParamountPictures', 'Hasbro']"
34,The Dark Knight,2008,"['Action', 'Crime', 'Drama', 'Thriller']",P,152,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart', 'Michael Caine']",Christopher Nolan,9.0,185000000,158411483,534858444 19 July 2012,1004558444 19 July 2012,"['English', 'Mandarin']","['WarnerBros.', 'LegendaryEntertainment', 'Syncopy']"
35,Iron Man,2008,"['Action', 'Adventure', 'Sci-Fi']",P,126,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Terrence Howard', 'Jeff Bridges']",Jon Favreau,7.9,140000000,98618668,318412101 2 October 2008,585174222 2 October 2008,"['English', 'Persian', 'Urdu', 'Arabic', 'Hungarian']","['ParamountPictures', 'MarvelEnterprises', 'MarvelStudios']"
36,Quantum of Solace,2008,"['Action', 'Adventure', 'Thriller']",P,106,"['Daniel Craig', 'Olga Kurylenko', 'Mathieu Amalric', 'Judi Dench']",Marc Forster,6.6,NA,NA,NA,NA,"['English', 'Spanish', 'Italian', 'French', 'SwissGerman', 'German']","['Metro-Goldwyn-Mayer(MGM)', 'ColumbiaPicturesCorporation', 'EonProductions']"
37,Tropic Thunder,2008,"['Action', 'Adventure', 'Comedy', 'War']",R,107,"['Ben Stiller', 'Jack Black', 'Robert Downey Jr.', 'Jeff Kahn']",Ben Stiller,7.0,92000000,25812796,110515313,188072649,"['English', 'Mandarin']","['DreamWorks', 'RedHourFilms', 'GoldcrestPictures']"
38,G.I. Joe: The Rise of Cobra,2009,[],P,118,[],NA,5.8,175000000,54713046,152267519,302469017,"['English', 'French', 'ScottishGaelic']","['ParamountPictures', 'SpyglassEntertainment', 'Hasbro']"
39,The Hangover,2009,[],R,100,[],NA,7.7,35000000,44979319,277322503 17 December 2009,467483912 17 December 2009,['English'],"['WarnerBros.', 'LegendaryEntertainment', 'GreenHatFilms']"
40,Inglourious Basterds,2009,[],R,153,[],NA,8.3,75000000,38054676,120540719 17 December 2009,313600000,"['English', 'German', 'French', 'Italian']","['UniversalPictures', 'TheWeinsteinCompany', 'ABandApart']"
41,Star Trek,2009,[],P,127,[],NA,8.0,150000000,72500000,257730019 7 October 2016,385680446 7 October 2016,['English'],"['ParamountPictures', 'SpyglassEntertainment', 'BadRobot']"
42,Taken,2008,"['Action', 'Thriller']",P, 94,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen', 'Leland Orser']",Pierre Morel,7.8,25000000,24717037,145000989 5 July 2009,226830568 5 July 2009,"['English', 'French', 'Albanian', 'Arabic']","['EuropaCorp', 'M6Films', 'GriveProductions']"
43,Up,2009,[],P, 96,[],NA,8.3,175000000,68108790,293004164 5 November 2009,731342744 25 November 2011,['English'],"['PixarAnimationStudios', 'WaltDisneyPictures']"
44,X-Men Origins: Wolverine,2009,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",P,107,"['Hugh Jackman', 'Liev Schreiber', 'Ryan Reynolds', 'Danny Huston']",Gavin Hood,6.6,150000000,85058003,179883157 1 October 2009,373062864 1 October 2009,['English'],"['TwentiethCenturyFox', 'MarvelEnterprises', 'DuneEntertainment']"
45,Zombieland,2009,[],R, 88,[],NA,7.6,23600000,24733155,75590286,102391540,['English'],"['ColumbiaPicturesCorporation', 'RelativityMedia', 'Pariah']"
46,2012,2009,"['Action', 'Adventure', 'Sci-Fi']",P,158,"['John Cusack', 'Thandie Newton', 'Chiwetel Ejiofor', 'Amanda Peet']",Roland Emmerich,5.8,200000000,65237614,166112167 21 February 2010,769679473 25 November 2011,"['English', 'French', 'Tibetan', 'Mandarin', 'Russian', 'Hindi', 'Portuguese', 'Latin', 'Italian', 'Spanish']","['ColumbiaPicturesCorporation', 'CentropolisEntertainment', 'FarewellProductions']"
47,Avatar,2009,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",P,162,"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver', 'Michelle Rodriguez']",James Cameron,7.8,237000000,77025481,760507625,2787965087 13 February 2015,"['English', 'Spanish']","['TwentiethCenturyFox', 'DuneEntertainment', 'IngeniousFilmPartners']"
48,Despicable Me,2010,"['Animation', 'Comedy', 'Family', 'Fantasy']",P, 95,"['Steve Carell', 'Jason Segel', 'Russell Brand', 'Julie Andrews']",NA,7.7,69000000,56397125,251513985 20 January 2011,543113985 20 January 2011,['English'],"['UniversalPictures', 'IlluminationEntertainment']"
49,Grown Ups,2010,Comedy,P,102,"['Adam Sandler', 'Salma Hayek', 'Kevin James', 'Chris Rock']",Dennis Dugan,6.0,80000000,40506562,162001186,271430189,"['English', 'Spanish']","['ColumbiaPicturesCorporation', 'RelativityMedia', 'HappyMadisonProductions']"
50,How to Train Your Dragon,2010,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy']",P, 98,"['Jay Baruchel', 'Gerard Butler', 'Christopher Mintz-Plasse', 'Craig Ferguson']",NA,8.1,165000000,43732319,217581231 22 July 2010,494878759 22 July 2010,['English'],"['DreamWorksAnimation', 'MadHatterEntertainment', 'VertigoEntertainment']"
51,Inception,2010,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",P,148,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ellen Page', 'Ken Watanabe']",Christopher Nolan,8.8,160000000,62785337,292576195 6 January 2011,825532764 6 January 2011,"['English', 'Japanese', 'French']","['WarnerBros.', 'LegendaryEntertainment', 'Syncopy']"
52,Iron Man 2,2010,"['Action', 'Adventure', 'Sci-Fi']",P,124,"['Robert Downey Jr.', 'Mickey Rourke', 'Gwyneth Paltrow', 'Don Cheadle']",Jon Favreau,7.0,200000000,128122480,312433331 19 August 2010,623933331 19 August 2010,"['English', 'French', 'Russian']","['ParamountPictures', 'MarvelEntertainment', 'MarvelStudios']"
53,Kick-Ass,2010,[],R,117,[],NA,7.6,30000000,19828687,48071303,96188903,['English'],"['MarvFilms', 'PlanBEntertainment']"
54,RED,2010,[],P,111,[],NA,7.1,58000000,21761408,90380162,199006387,"['English', 'Russian']","['SummitEntertainment', 'DiBonaventuraPictures', 'DCEntertainment']"
55,Shutter Island,2010,"['Mystery', 'Thriller']",R,138,"['Leonardo DiCaprio', 'Emily Mortimer', 'Mark Ruffalo', 'Ben Kingsley']",Martin Scorsese,8.1,80000000,41062440,128012934 10 June 2010,294804195 10 June 2010,"['English', 'German']","['ParamountPictures', 'PhoenixPictures', 'SikeliaProductions']"
56,Tron,2010,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",P,NA,"['Jeff Bridges', 'Garrett Hedlund', 'Olivia Wilde', 'Bruce Boxleitner']",Joseph Kosinski,6.8,170000000,44026211,172062763 14 April 2011,400062763 31 December 2011,['English'],"['WaltDisneyPictures', 'SeanBaileyProductions', 'LivePlanet']"
57,Toy Story 3,2010,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",NA,103,"['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Ned Beatty']",Lee Unkrich,8.3,200000000,110307189,415004880 28 May 2012,1063171911 1 November 2011,"['English', 'Spanish']","['WaltDisneyPictures', 'PixarAnimationStudios']"
58,Drive,2011,[],R,100,[],NA,7.8,15000000,11340461,35060689 9 February 2012,76175166 9 February 2012,"['English', 'Spanish']","['FilmDistrict', 'BoldFilms', 'MWM(MadisonWellsMedia)']"
59,Fast Five,2011,"['Action', 'Crime', 'Thriller']",P,130,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Jordana Brewster']",Justin Lin,7.3,125000000,86198765,209837675 11 August 2011,626137675 10 December 2011,"['English', 'Portuguese', 'Spanish', 'Italian', 'French']","['UniversalPictures', 'OriginalFilm', 'OneRaceProductions']"
60,Harry Potter and the Deathly Hallows: Part 2,2011,[],P,130,[],NA,8.1,125000000,169189427,381011219 28 May 2012,1341511219 27 April 2013,['English'],"['WarnerBros.', 'HeydayFilms', 'MovingPictureCompany(MPC)']"
61,Limitless,2011,"['Mystery', 'Sci-Fi', 'Thriller']",P,105,"['Bradley Cooper', 'Anna Friel', 'Abbie Cornish', 'Robert De Niro']",Neil Burger,7.4,27000000,18907302,79249455,161849455,"['English', 'Russian', 'Italian', 'Mandarin', 'French']","['RelativityMedia', 'VirginProduced', 'Rogue']"
62,Pirates of the Caribbean: On Stranger Tides,2011,[],P,NA,[],NA,6.6,250000000,90151958,241071802,1045713802,"['English', 'Spanish']","['WaltDisneyPictures', 'JerryBruckheimerFilms', 'MovingPictureCompany(MPC)']"
63,X: First Class,2011,[],P,131,[],NA,7.7,160000000,55101604,146408305,353624124,"['English', 'German', 'French', 'Spanish', 'Russian']","['TwentiethCenturyFox', 'MarvelEntertainment', 'DuneEntertainment']"
64,The Girl with the Dragon Tattoo,2011,[],R,158,[],NA,7.8,90000000,12750000,102515793,232617430,['English'],"['ColumbiaPicturesCorporation', 'Metro-Goldwyn-Mayer(MGM)', 'ScottRudinProductions']"
65,The Help,2011,[],P,146,[],NA,8.1,25000000,26044590,169708112,216639112,['English'],"['DreamWorks', 'RelianceEntertainment', 'ParticipantMedia']"
66,In Time,2011,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",P,109,"['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy', 'Olivia Wilde']",Andrew Niccol,6.7,40000000,12050368,37520095,173930596,['English'],"['RegencyEnterprises', 'NewRegencyPictures', 'StrikeEntertainment']"
67,21 Jump Street,2012,"['Action', 'Comedy', 'Crime']",R,109,"['Jonah Hill', 'Channing Tatum', 'Ice Cube', 'Brie Larson']",NA,7.2,42000000,36302612,138447667 1 July 2012,201585328 19 October 2012,['English'],"['ColumbiaPicturesCorporation', 'Metro-Goldwyn-Mayer(MGM)', 'RelativityMedia']"
68,The Amazing Spider-Man,2012,"['Action', 'Adventure', 'Sci-Fi']",P,136,"['Andrew Garfield', 'Emma Stone', 'Rhys Ifans', 'Irrfan Khan']",Marc Webb,7.0,230000000,62004688,262030663,757930663,['English'],"['ColumbiaPicturesCorporation', 'MarvelEntertainment', 'LauraZiskinProductions']"
69,American Reunion,2012,Comedy,R,113,"['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott', 'Chris Klein']",NA,6.7,50000000,21514080,57011521,234989584,['English'],"['UniversalPictures', 'PracticalPictures', 'RelativityMedia']"
70,The Avengers,2012,[],P,143,[],NA,8.1,220000000,207438708,623357910,1519557910,"['English', 'Russian', 'Hindi']","['MarvelStudios', 'ParamountPictures']"
71,Battleship,2012,[],P,131,[],NA,5.8,209000000,25534825,65422625,303025485,"['English', 'Japanese']","['UniversalPictures', 'Hasbro', 'BluegrassFilms']"
72,The Bourne Legacy,2012,"['Action', 'Adventure', 'Thriller']",P,135,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton', 'Scott Glenn']",Tony Gilroy,6.7,125000000,38142825,113203870 8 November 2012,276144750 8 November 2012,"['English', 'Russian', 'Filipino', 'Ukrainian']","['UniversalPictures', 'RelativityMedia', 'TheKennedy/MarshallCompany']"
73,Brave,2012,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",P, 93,"['Kelly Macdonald', 'Billy Connolly', 'Emma Thompson', 'Julie Walters']",NA,7.1,185000000,66323594,237283207,538983207,['English'],"['WaltDisneyPictures', 'PixarAnimationStudios']"
74,The Cabin in the Woods,2011,"['Comedy', 'Horror']",R, 95,"['Kristen Connolly', 'Chris Hemsworth', 'Anna Hutchison', 'Fran Kranz']",Drew Goddard,7.0,30000000,14743614,42073277,70768144,"['English', 'Japanese']","['Lionsgate', 'MutantEnemy', 'Metro-Goldwyn-Mayer(MGM)']"
75,The Campaign,2012,Comedy,R, 85,"['Will Ferrell', 'Zach Galifianakis', 'Jason Sudeikis', 'Dylan McDermott']",Jay Roach,6.1,95000000,26588460,86907746,104907746,['English'],"['WarnerBros.', 'GarySanchezProductions', 'EverymanPictures']"
76,Cloud Atlas,2012,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",R,172,"['Tom Hanks', 'Halle Berry', 'Hugh Grant', 'Hugo Weaving']",NA,7.4,102000000,9612247,27108272 7 July 2013,130482868 7 July 2013,"['English', 'Spanish', 'Ukrainian']","['CloudAtlasProductions', 'X-FilmeCreativePool', 'AnarchosPictures']"
77,The Dark Knight Rises,2012,[],P,164,[],NA,8.4,250000000,160887295,448139099,1084939099,"['English', 'Arabic']","['WarnerBros.', 'LegendaryEntertainment', 'DCEntertainment']"
78,Dark Shadows,2012,"['Comedy', 'Fantasy', 'Horror']",P,113,"['Johnny Depp', 'Michelle Pfeiffer', 'Eva Green', 'Helena Bonham Carter']",Tim Burton,6.2,150000000,29685274,79727149,245527149,['English'],"['WarnerBros.', 'VillageRoadshowPictures', 'InfinitumNihil']"
79,Django Unchained,2012,[],R,165,[],NA,8.4,100000000,30688000,162805434,425368238,"['English', 'German', 'French', 'Italian']","['TheWeinsteinCompany', 'ColumbiaPicturesCorporation']"
80,Dredd,2012,"['Action', 'Crime', 'Sci-Fi']",R, 95,"['Karl Urban', 'Olivia Thirlby', 'Lena Headey', 'Rachel Wood']",Pete Travis,7.1,35000000,6278491,13414714,41037742,['English'],"['DNAFilms', 'PeachTrees', 'RenaFilms']"
81,End of Watch,2012,[],R,109,[],NA,7.6,7000000,13152683,41003371,53041274,"['English', 'Spanish']","['ExclusiveMediaGroup', 'Emmett/Furla/OasisFilms(EFOFilms)', 'HedgeFundFilmPartners']"
82,The Expendables 2,2012,"['Action', 'Adventure', 'Thriller']",R,103,"['Sylvester Stallone', 'Liam Hemsworth', 'Randy Couture', 'Jean-Claude Van Damme']",Simon West,6.6,NA,NA,NA,NA,['English'],"['Lionsgate', 'MillenniumFilms', 'NuImageEntertainmentGmbH']"
83,Flight,2012,"['Drama', 'Thriller']",R,138,"['Denzel Washington', 'Nadine Velazquez', 'Don Cheadle', 'John Goodman']",Robert Zemeckis,7.3,31000000,24900566,93772375 14 February 2013,161772375 14 February 2013,['English'],"['ParamountPictures', 'ImageMovers', 'Parkes+MacDonaldImageNation']"
84,The Guilt Trip,2012,"['Comedy', 'Drama']",P, 95,"['Barbra Streisand', 'Seth Rogen', 'Julene Renee', 'Zabryna Guevara']",Anne Fletcher,5.8,40000000,5390000,37134215,41860614,['English'],"['ParamountPictures', 'SkydanceMedia', 'MichaelsGoldwyn']"
85,Here Comes the Boom,2012,"['Action', 'Comedy', 'Sport']",P,105,"['Kevin James', 'Salma Hayek', 'Henry Winkler', 'Greg Germann']",Frank Coraci,6.4,42000000,11816596,45290318,73239258,"['English', 'Dutch']","['ColumbiaPicturesCorporation', 'HeyEddie', 'BrokenRoadProductions']"
86,The Hobbit: An Unexpected Journey,2012,"['Adventure', 'Family', 'Fantasy']",P,169,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Andy Serkis']",Peter Jackson,7.9,180000000,84617303,303003568,1021103568,['English'],"['NewLineCinema', 'Metro-Goldwyn-Mayer(MGM)', 'WingNutFilms']"
87,Hotel Transylvania,2012,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']",P, 91,"['Adam Sandler', 'Kevin James', 'Andy Samberg', 'Selena Gomez']",Genndy Tartakovsky,7.1,85000000,42522194,148313048,358375603,['English'],"['ColumbiaPicturesCorporation', 'SonyPicturesAnimation', 'HappyMadisonProductions']"
88,Jack Reacher,2012,"['Action', 'Crime', 'Thriller']",P,130,"['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins', 'Werner Herzog']",Christopher McQuarrie,7.0,60000000,15210156,80070736,218340595,['English'],"['ParamountPictures', 'SkydanceMedia', 'MutualFilmCompany']"
89,John Carter,2012,"['Action', 'Adventure', 'Sci-Fi']",P,132,"['Taylor Kitsch', 'Lynn Collins', 'Willem Dafoe', 'Samantha Morton']",Andrew Stanton,6.6,250000000,30180188,73078100,284139100,['English'],"['WaltDisneyPictures', 'BOTVFX']"
90,Killing Them Softly,2012,"['Crime', 'Thriller']",R, 97,"['Brad Pitt', 'Ray Liotta', 'Richard Jenkins', 'Scoot McNairy']",Andrew Dominik,6.2,15000000,6812900,15026056,37930465,['English'],"['PlanBEntertainment', '1984PrivateDefenseContractors', 'AnnapurnaPictures']"
91,Lawless,2012,"['Crime', 'Drama']",R,116,"['Tom Hardy', 'Shia LaBeouf', 'Guy Pearce', 'Jason Clarke']",John Hillcoat,7.3,26000000,10001566,37400127 29 November 2012,53676580 29 November 2012,['English'],"['TheWeinsteinCompany', 'YucaipaFilms', 'RevoltFilms']"
92,Life of Pi,2012,"['Adventure', 'Drama', 'Fantasy']",P,127,"['Suraj Sharma', 'Irrfan Khan', 'Adil Hussain', 'Tabu']",Ang Lee,7.9,120000000,22451514,124987023 25 July 2013,609016565 25 July 2013,"['English', 'Tamil', 'French', 'Japanese', 'Hindi', 'Chinese']","['Fox2000Pictures', 'DuneEntertainment', 'IngeniousMedia']"
93,Looper,2012,[],R,113,[],NA,7.4,30000000,20801552,66486205,176506819,"['English', 'French']","['EndgameEntertainment', 'DMGEntertainment', 'FilmDistrict']"
94,Magic Mike,2012,[],R,110,[],NA,6.1,7000000,39127170,113721571 27 September 2012,167221571 27 September 2012,['English'],"['IronHorseEntertainment(II)', 'Extension765', 'St.PetersburgClearwaterFilmCommission']"
95,Man on a Ledge,2012,[],P,102,[],NA,6.6,42000000,8001932,18620000,46221189,"['English', 'Spanish']","['SummitEntertainment', 'DiBonaventuraPictures']"
96,The Man with the Iron Fists,2012,[],R, 95,[],NA,5.4,15000000,7910980,15634090 5 June 2013,19721245 5 June 2013,"['English', 'Mandarin']","['ArcadePictures', 'IronFists']"
97,The Master,2012,Drama,R,138,"['Philip Seymour Hoffman', 'Joaquin Phoenix', 'Amy Adams', 'Jesse Plemons']",Paul Thomas Anderson,7.1,32000000,736311,16377274,28258060,['English'],"['TheWeinsteinCompany', 'GhoulardiFilmCompany', 'AnnapurnaPictures']"
98,Men in Black 3,2012,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",P,NA,"['Will Smith', 'Tommy Lee Jones', 'Josh Brolin', 'Jemaine Clement']",Barry Sonnenfeld,6.8,225000000,54592779,179020854,624026776,"['English', 'Ukrainian']","['ColumbiaPicturesCorporation', 'HemisphereMediaCapital', 'AmblinEntertainment']"
99,Parental Guidance,2012,"['Comedy', 'Family']",P,105,"['Billy Crystal', 'Bette Midler', 'Marisa Tomei', 'Tom Everett Scott']",Andy Fickman,6.1,25000000,14800000,77267296,119772232,['English'],"['TwentiethCenturyFox', 'WaldenMedia', 'CherninEntertainment']"
100,Project X,2012,Comedy,R, 88,"['Thomas Mann', 'Oliver Cooper', 'Jonathan Daniel Brown', 'Dax Flame']",Nima Nourizadeh,6.7,12000000,21051363,54731865,102731865,['English'],"['GreenHatFilms', 'SilverPictures']"
